id,company,contact_name,first_name,role,trade_niche,division,city,state,region,email,phone,website,sample_project_proof,sample_file_reference,verification_status,deliverability_score,target_outreach_day,pipeline_status,subject,typical_value
809,Pinnacle Construction Partners,Brad Hernandez,Brad,Senior Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Kansas City,MO,Midwest,bids@pinnaclebuilds.com,(352) 520-8568,https://www.pinnaclebuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,5,Ready for Dispatch,scaling your Residential Custom Builders & Remodelers bid volume without hiring full-time,$250 - $600 per project
810,Apex Construction Group,Brad Garcia,Brad,President,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Indianapolis,IN,Midwest,brad@apexbuilds.com,(899) 657-3979,https://www.apexbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,scaling your Commercial General Contractors bid volume without hiring full-time,"$600 - $1,800 per project (or $2,000/mo retainer)"
811,Vertex Acoustics Services,Mark Smith,Mark,Owner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Sacramento,CA,West,mark@vertexinteriors.com,(524) 374-7192,https://www.vertexinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,"Mark, takeoff support for Vertex Acoustics Services?",$200 - $450 per project
812,Strategic Exterior Systems,Steve Lewis,Steve,Senior Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,San Antonio,TX,South,bids@strategicroofing.com,(657) 433-2510,https://www.strategicroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,1,Ready for Dispatch,bid capacity for Strategic Exterior Systems - 24-48 hr turnaround,$150 - $400 per project
813,Pinnacle Systems Builders,Kevin Clark,Kevin,VP of Operations,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Houston,TX,South,kevin.clark@pinnaclesystems.com,(737) 507-8304,https://www.pinnaclesystems.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),95,2,Ready for Dispatch,bid capacity for Pinnacle Systems Builders - 24-48 hr turnaround,$350 - $700 per project
814,Precision Electric Enterprises,Greg Harris,Greg,Senior Estimator,MEP - Electrical,Division 26 - Electrical,Kansas City,MO,Midwest,bids@precisionelectric.com,(719) 325-7620,https://www.precisionelectric.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,bid capacity for Precision Electric Enterprises - 24-48 hr turnaround,$350 - $750 per project
815,Precision Electric Services,Jessica Anderson,Jessica,VP of Operations,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Orlando,FL,Southeast,bids@precisionelectric.com,(581) 440-9896,https://www.precisionelectric.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),96,4,Ready for Dispatch,bid capacity for Precision Electric Services - 24-48 hr turnaround,$350 - $700 per project
816,Alliance Structures Contractors,Rachel Rodriguez,Rachel,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Indianapolis,IN,Midwest,rachel@allianceconcrete.com,(841) 244-5208,https://www.allianceconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,5,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
817,United Coatings Solutions,Chris Ramirez,Chris,Preconstruction Director,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Minneapolis-St. Paul,MN,Midwest,chris@unitedcoatings.com,(635) 749-2704,https://www.unitedcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,"Chris, takeoff support for United Coatings Solutions?",$150 - $350 per project
818,Vertex Roofing Systems,Emily Thompson,Emily,Senior Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Boston,MA,Northeast,bids@vertexroofing.com,(453) 386-6708,https://www.vertexroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,7,Ready for Dispatch,bid capacity for Vertex Roofing Systems - 24-48 hr turnaround,$150 - $400 per project
819,Legacy Paving Systems,Jeff Brown,Jeff,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,San Antonio,TX,South,jbrown@legacyconcrete.com,(464) 385-4928,https://www.legacyconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,1,Ready for Dispatch,outsource takeoff support for Legacy Paving Systems (San Antonio),$300 - $800 per project
820,Summit Commercial Solutions,Paul Anderson,Paul,Chief Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Las Vegas,NV,Southwest,paul.anderson@summitbuilds.com,(252) 810-6679,https://www.summitbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,2,Ready for Dispatch,"Paul, takeoff support for Summit Commercial Solutions?",$250 - $600 per project
821,Strategic Wall Systems Partners,Mark Miller,Mark,Owner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Houston,TX,South,mark.miller@strategicinteriors.com,(933) 735-7178,https://www.strategicinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,3,Ready for Dispatch,quick question regarding Strategic Wall Systems Partners's takeoff bandwidth,$200 - $450 per project
822,Matrix Structures Construction,Scott Rodriguez,Scott,Owner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Dallas-Fort Worth,TX,South,estimating@matrixconcrete.com,(747) 958-5767,https://www.matrixconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,4,Ready for Dispatch,"Scott, takeoff support for Matrix Structures Construction?",$300 - $800 per project
823,Cornerstone Roofing Contractors,Megan Martin,Megan,Managing Partner,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Atlanta,GA,Southeast,megan@cornerstoneroofing.com,(830) 217-1039,https://www.cornerstoneroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,5,Ready for Dispatch,quick question regarding Cornerstone Roofing Contractors's takeoff bandwidth,$150 - $400 per project
824,United Systems Solutions,Daniel Martinez,Daniel,Owner,MEP - Electrical,Division 26 - Electrical,Indianapolis,IN,Midwest,daniel@unitedsystems.com,(986) 657-2080,https://www.unitedsystems.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),97,6,Ready for Dispatch,outsource takeoff support for United Systems Solutions (Indianapolis),$350 - $750 per project
825,Matrix General Contracting Partners,Jennifer Lee,Jennifer,Owner,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Austin,TX,South,jlee@matrixbuilds.com,(262) 997-6254,https://www.matrixbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,"Jennifer, takeoff support for Matrix General Contracting Partners?","$600 - $1,800 per project (or $2,000/mo retainer)"
826,Legacy Energy Associates,Lisa Williams,Lisa,Chief Estimator,MEP - Plumbing & Piping,Division 22 - Plumbing,Miami-Fort Lauderdale,FL,Southeast,estimating@legacyenergy.com,(716) 955-8154,https://www.legacyenergy.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),99,1,Ready for Dispatch,bid capacity for Legacy Energy Associates - 24-48 hr turnaround,$300 - $650 per project
827,Trident Masonry Enterprises,Chris Garcia,Chris,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,San Francisco Bay Area,CA,West,chris.garcia@tridentconcrete.com,(983) 725-5571,https://www.tridentconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,2,Ready for Dispatch,"Chris, takeoff support for Trident Masonry Enterprises?",$300 - $800 per project
828,Integrity Energy Enterprises,Ashley Williams,Ashley,Chief Estimator,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Austin,TX,South,bids@integrityenergy.com,(967) 386-9091,https://www.integrityenergy.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,scaling your MEP - Mechanical & HVAC bid volume without hiring full-time,$350 - $700 per project
829,Pinnacle Flooring Builders,Matthew Harris,Matthew,Senior Estimator,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Kansas City,MO,Midwest,mharris@pinnacleflooring.com,(788) 797-5439,https://www.pinnacleflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,4,Ready for Dispatch,quick question regarding Pinnacle Flooring Builders's takeoff bandwidth,$150 - $350 per project
830,Paramount Builders Builders,Greg Miller,Greg,VP of Operations,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),San Diego,CA,West,gmiller@paramountbuilds.com,(248) 307-9718,https://www.paramountbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,5,Ready for Dispatch,scaling your Commercial General Contractors bid volume without hiring full-time,"$600 - $1,800 per project (or $2,000/mo retainer)"
831,Vanguard Flooring Construction,Michael Gonzalez,Michael,Managing Partner,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),San Francisco Bay Area,CA,West,bids@vanguardflooring.com,(518) 827-9376,https://www.vanguardflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,outsource takeoff support for Vanguard Flooring Construction (San Francisco Bay Area),$150 - $350 per project
832,Summit Floors Services,Anthony Lewis,Anthony,Preconstruction Director,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Las Vegas,NV,Southwest,alewis@summitflooring.com,(940) 631-2774,https://www.summitflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,7,Ready for Dispatch,scaling your Flooring & Tile bid volume without hiring full-time,$150 - $350 per project
833,Apex Paving Associates,Jason Clark,Jason,Owner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Columbus,OH,Midwest,jason@apexconcrete.com,(702) 381-1116,https://www.apexconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,1,Ready for Dispatch,bid capacity for Apex Paving Associates - 24-48 hr turnaround,$300 - $800 per project
834,Alliance Power Contractors,Nicole Lewis,Nicole,Chief Estimator,MEP - Plumbing & Piping,Division 22 - Plumbing,Philadelphia,PA,Northeast,nlewis@alliancepower.com,(645) 238-7253,https://www.alliancepower.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),98,2,Ready for Dispatch,bid capacity for Alliance Power Contractors - 24-48 hr turnaround,$300 - $650 per project
835,Benchmark Builders Group,Greg Thompson,Greg,Preconstruction Director,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Indianapolis,IN,Midwest,gthompson@benchmarkbuilds.com,(382) 790-5736,https://www.benchmarkbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,3,Ready for Dispatch,outsource takeoff support for Benchmark Builders Group (Indianapolis),"$600 - $1,800 per project (or $2,000/mo retainer)"
836,Vertex General Contracting Solutions,Steve Martinez,Steve,President,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Kansas City,MO,Midwest,steve.martinez@vertexbuilds.com,(614) 592-5032,https://www.vertexbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,4,Ready for Dispatch,"Steve, takeoff support for Vertex General Contracting Solutions?","$600 - $1,800 per project (or $2,000/mo retainer)"
837,United Energy Solutions,David Martin,David,Owner,MEP - Plumbing & Piping,Division 22 - Plumbing,Boston,MA,Northeast,estimating@unitedenergy.com,(392) 356-6918,https://www.unitedenergy.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),94,5,Ready for Dispatch,quick question regarding United Energy Solutions's takeoff bandwidth,$300 - $650 per project
838,Pinnacle Acoustics Group,Megan Perez,Megan,Managing Partner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Orlando,FL,Southeast,mperez@pinnacleinteriors.com,(355) 509-4251,https://www.pinnacleinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,6,Ready for Dispatch,scaling your Drywall & Framing bid volume without hiring full-time,$200 - $450 per project
839,Summit Floors Contractors,Ashley White,Ashley,VP of Operations,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Las Vegas,NV,Southwest,ashley@summitflooring.com,(430) 379-5373,https://www.summitflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,bid capacity for Summit Floors Contractors - 24-48 hr turnaround,$150 - $350 per project
840,United Electrix Construction,Ashley Robinson,Ashley,President,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Salt Lake City,UT,Mountain,ashley@unitedelectrix.com,(956) 448-8736,https://www.unitedelectrix.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),95,1,Ready for Dispatch,quick question regarding United Electrix Construction's takeoff bandwidth,$350 - $700 per project
841,Premier Structures Solutions,Nicole Williams,Nicole,Managing Partner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Orlando,FL,Southeast,estimating@premierconcrete.com,(365) 767-1204,https://www.premierconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,2,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
842,Titan Electric Group,Rachel Lewis,Rachel,Chief Estimator,MEP - Electrical,Division 26 - Electrical,Columbus,OH,Midwest,rlewis@titanelectric.com,(511) 928-4254,https://www.titanelectric.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),95,3,Ready for Dispatch,"Rachel, takeoff support for Titan Electric Group?",$350 - $750 per project
843,Legacy Systems Group,Brad Rodriguez,Brad,Managing Partner,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Chicago,IL,Midwest,brodriguez@legacysystems.com,(866) 941-7138,https://www.legacysystems.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),96,4,Ready for Dispatch,bid capacity for Legacy Systems Group - 24-48 hr turnaround,$350 - $700 per project
844,Beacon Finishes Group,Jason Perez,Jason,President,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Philadelphia,PA,Northeast,jperez@beaconcoatings.com,(259) 960-1382,https://www.beaconcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),96,5,Ready for Dispatch,scaling your Painting & Wallcovering bid volume without hiring full-time,$150 - $350 per project
845,Integrity Builders Services,Greg Wilson,Greg,Senior Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,San Francisco Bay Area,CA,West,bids@integritybuilds.com,(846) 568-3151,https://www.integritybuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,6,Ready for Dispatch,bid capacity for Integrity Builders Services - 24-48 hr turnaround,$250 - $600 per project
